FECHA (YYMMDD);HORA (HHMM);;
210523;2200;8,23433;
210523;2300;7,58849;
210524;0000;7,08015;
210524;0100;6,16823;
210524;0200;5,52839;
210524;0300;5,1133;
210524;0400;4,6843;
210524;0500;4,39004;
210524;0600;4,00935;
210524;0700;3,6208;
210524;0800;4,70609;
210524;0900;8,0363;
210524;1000;11,282;
210524;1100;12,8819;
210524;1200;14,5976;
210524;1300;16,1227;
210524;1400;17,0809;
210524;1500;17,4158;
210524;1600;17,2978;
210524;1700;16,0088;
210524;1800;13,3438;
210524;1900;11,3571;
210524;2000;11,7454;
210524;2100;11,1596;
210524;2200;10,8754;
210524;2300;10,2887;
210525;0000;8,47168;
210525;0100;7,376;
210525;0200;6,54099;
210525;0300;6,21907;
210525;0400;7,11922;
210525;0500;7,3839;
210525;0600;7,67914;
210525;0700;8,08226;
210525;0800;8,29857;
210525;0900;8,5636;
210525;1000;9,10596;
210525;1100;9,98584;
210525;1200;11,4878;
210525;1300;14,1333;
210525;1400;14,5258;
210525;1500;13,9192;
210525;1600;13,6983;
210525;1700;13,2403;
210525;1800;11,0102;
210525;1900;9,62268;
210525;2000;8,73849;
210525;2100;8,01582;
210525;2200;7,2979;
210525;2300;6,64839;
210526;0000;5,87722;
210526;0100;5,31255;
210526;0200;5,31362;
210526;0300;5,46928;
210526;0400;6,09327;
210526;0500;6,77326;
210526;0600;6,95076;
210526;0700;7,5865;
210526;0800;7,81952;
210526;0900;8,07559;
210526;1000;8,58961;
210526;1100;9,34375;
210526;1200;10,1671;
210526;1300;11,6967;
210526;1400;14,1892;
210526;1500;15,365;
210526;1600;16,0333;
210526;1700;15,6044;
210526;1800;13,4659;
210526;1900;13,3118;
210526;2000;12,4809;
210526;2100;11,6234;
210526;2200;11,3376;
210526;2300;10,7701;
210527;0000;9,58337;
210527;0100;8,71921;
210527;0200;8,13719;
210527;0300;8,07668;
210527;0400;8,58678;
210527;0500;9,34343;
210527;0600;9,85091;
210527;0700;9,62672;
210527;0800;9,97337;
210527;0900;10,6099;
210527;1000;11,7206;
210527;1100;13,3555;
210527;1200;14,0279;
210527;1300;14,0787;
210527;1400;14,3945;
210527;1500;14,3603;
210527;1600;14,1227;
210527;1700;13,4418;
210527;1800;13,1409;
210527;1900;13,1276;
210527;2000;14,1792;
210527;2100;13,8125;
210527;2200;13,645;
210527;2300;13,0183;
210528;0000;12,7253;
210528;0100;12,702;
210528;0200;12,407;
210528;0300;11,4145;
210528;0400;11,2111;
210528;0500;11,0995;
210528;0600;11,1328;
210528;0700;11,1594;
210528;0800;11,351;
210528;0900;11,8239;
210528;1000;13,1125;
210528;1100;14,8186;
210528;1200;15,981;
210528;1300;15,8069;
210528;1400;16,0661;
210528;1500;16,6994;
210528;1600;16,6152;
210528;1700;15,2808;
210528;1800;13,9342;
210528;1900;12,5325;
210528;2000;10,9278;
210528;2100;9,93028;
210528;2200;9,10275;
210528;2300;8,30492;
210529;0000;7,4807;
210529;0100;6,78586;
210529;0200;6,15027;
210529;0300;5,73801;
210529;0400;5,57542;
210529;0500;5,43583;
210529;0600;5,58007;
210529;0700;5,74581;
210529;0800;6,36897;
210529;0900;7,51244;
210529;1000;9,16357;
210529;1100;10,4075;
210529;1200;11,315;
210529;1300;12,21;
210529;1400;12,42;
210529;1500;13,0133;
210529;1600;13,4103;
210529;1700;12,1295;
210529;1800;11,2803;
210529;1900;10,0328;
210529;2000;9,36693;
210529;2100;8,80171;
210529;2200;7,60461;
210529;2300;6,40578;
210530;0000;5,11593;
210530;0100;4,38526;
210530;0200;3,80404;
210530;0300;3,83554;
210530;0400;3,35003;
210530;0500;2,8167;
210530;0600;2,45711;
210530;0700;2,21602;
210530;0800;3,3546;
210530;0900;6,51163;
210530;1000;8,63515;
210530;1100;10,0967;
210530;1200;11,4503;
210530;1300;12,7461;
210530;1400;13,7803;
210530;1500;14,4527;
210530;1600;13,6435;
210530;1700;12,5085;
210530;1800;11,416;
210530;1900;10,5102;
210530;2000;9,991;
210530;2100;9,35432;
210530;2200;8,72847;
210530;2300;8,94095;
210531;0000;8,98761;
210531;0100;9,23926;
210531;0200;9,42758;
210531;0300;9,50339;
210531;0400;9,38087;
210531;0500;9,17586;
210531;0600;9,30252;
210531;0700;9,65916;
210531;0800;9,85693;
210531;0900;10,7039;
210531;1000;12,5179;
210531;1100;15,0042;
210531;1200;16,8375;
210531;1300;17,8033;
210531;1400;18,23;
210531;1500;18,1942;
210531;1600;17,7042;
210531;1700;17,0603;
210531;1800;16,2978;
210531;1900;15,6326;
210531;2000;15,1034;
210531;2100;14,7693;
210531;2200;14,4209;
210531;2300;14,0543;
210601;0000;13,8142;
210601;0100;13,7575;
210601;0200;13,615;
210601;0300;13,3467;
210601;0400;13,1411;
210601;0500;12,976;
210601;0600;13,0152;
210601;0700;13,2735;
210601;0800;13,6035;
210601;0900;13,7657;
210601;1000;13,7397;
210601;1100;14,0296;
210601;1200;14,5929;
210601;1300;14,5686;
210601;1400;14,2742;
210601;1500;14,4483;
210601;1600;14,3542;
210601;1700;14,3059;
210601;1800;13,9434;
210601;1900;13,5276;
210601;2000;13,7567;
210601;2100;13,5725;
210601;2200;12,555;
210601;2300;11,6858;
210602;0000;10,9879;
210602;0100;10,4896;
210602;0200;10,2696;
210602;0300;10,7679;
210602;0400;11,1087;
210602;0500;11,1004;
210602;0600;11,3603;
210602;0700;12,077;
210602;0800;12,3953;
210602;0900;12,4849;
210602;1000;12,4539;
210602;1100;13,1462;
210602;1200;13,8625;
210602;1300;14,7767;
210602;1400;15,1517;
210602;1500;15,8908;
210602;1600;15,9825;
210602;1700;15,1468;
210602;1800;13,5625;
210602;1900;12,7592;
210602;2000;11,9279;
210602;2100;11,3979;
210602;2200;11,0487;
210602;2300;10,9487;
210603;0000;10,7262;
210603;0100;10,437;
210603;0200;10,5145;
210603;0300;10,8253;
210603;0400;11,017;
210603;0500;11,1461;
210603;0600;11,1011;
210603;0700;11,0694;
210603;0800;10,8119;
210603;0900;10,8336;
210603;1000;11,5269;
210603;1100;12,111;
210603;1200;13,0944;
210603;1300;13,8001;
210603;1400;14,4717;
210603;1500;15,3367;
210603;1600;15,7605;
210603;1700;14,9472;
210603;1800;13,9687;
210603;1900;13,3754;
210603;2000;12,3611;
210603;2100;12,2178;
210603;2200;11,5761;
210603;2300;11,652;
210604;0000;11,4611;
210604;0100;10,3936;
210604;0200;10,3527;
210604;0300;10,3178;
210604;0400;10,5919;
210604;0500;11,1952;
210604;0600;11,6844;
210604;0700;11,9827;
210604;0800;12,2144;
210604;0900;12,691;
210604;1000;13,9001;
210604;1100;14,4592;
210604;1200;14,9521;
210604;1300;15,1817;
210604;1400;15,6186;
210604;1500;15,6042;
210604;1600;15,2395;
210604;1700;14,1469;
210604;1800;13,4327;
210604;1900;12,6985;
210604;2000;12,0519;
210604;2100;10,6685;
210604;2200;9,66431;
210604;2300;10,2859;
210605;0000;10,2401;
210605;0100;9,87093;
210605;0200;8,89215;
210605;0300;7,06453;
210605;0400;6,0726;
210605;0500;5,70569;
210605;0600;4,90634;
210605;0700;4,73842;
210605;0800;5,50033;
210605;0900;6,52325;
210605;1000;7,35689;
210605;1100;8,73;
210605;1200;9,89859;
210605;1300;10,881;
210605;1400;11,4869;
210605;1500;11,8719;
210605;1600;11,5027;
210605;1700;11,021;
210605;1800;10,1584;
210605;1900;8,89513;
210605;2000;8,33844;
210605;2100;7,93213;
210605;2200;7,53446;
210605;2300;7,33295;
210606;0000;7,23335;
210606;0100;7,04044;
210606;0200;6,98201;
210606;0300;6,82867;
210606;0400;6,75453;
210606;0500;6,56728;
210606;0600;6,38402;
210606;0700;6,35217;
210606;0800;6,59883;
210606;0900;8,30762;
210606;1000;9,92528;
210606;1100;11,1102;
210606;1200;11,8802;
210606;1300;12,4694;
210606;1400;12,6685;
210606;1500;12,1959;
210606;1600;11,7251;
210606;1700;11,1226;
210606;1800;10,5084;
210606;1900;9,94756;
210606;2000;9,70755;
210606;2100;9,52336;
210606;2200;9,22668;
210606;2300;8,95667;
210607;0000;8,5752;
210607;0100;8,31519;
210607;0200;8,22183;
210607;0300;7,807;
210607;0400;7,55407;
210607;0500;7,47923;
210607;0600;7,56631;
210607;0700;7,61863;
210607;0800;7,8102;
210607;0900;9,67372;
210607;1000;11,39;
210607;1100;12,8542;
210607;1200;14,5133;
210607;1300;16,6408;
210607;1400;17,7342;
210607;1500;18,0653;
210607;1600;17,6744;
210607;1700;15,5226;
210607;1800;12,9067;
210607;1900;11,4308;
210607;2000;10,8425;
210607;2100;10,4413;
210607;2200;10,4947;
210607;2300;9,26294;
210608;0000;8,257;
210608;0100;7,51896;
210608;0200;7,40828;
210608;0300;6,99786;
210608;0400;6,13152;
210608;0500;5,49068;
210608;0600;5,76234;
210608;0700;5,27116;
210608;0800;6,20097;
210608;0900;9,85625;
210608;1000;12,1052;
210608;1100;14,7776;
210608;1200;17,66;
210608;1300;19,1492;
210608;1400;19,4833;
210608;1500;19,0667;
210608;1600;18,4833;
210608;1700;16,3853;
210608;1800;14,3647;
210608;1900;12,8188;
210608;2000;11,9338;
210608;2100;10,9854;
210608;2200;10,2421;
210608;2300;10,5496;
210609;0000;12,5371;
210609;0100;12,7621;
210609;0200;11,7421;
210609;0300;11,7453;
210609;0400;12,1453;
210609;0500;11,537;
210609;0600;11,882;
210609;0700;12,817;
210609;0800;13,6025;
210609;0900;14,0258;
210609;1000;15,0175;
210609;1100;15,6217;
210609;1200;15,6283;
210609;1300;16,9033;
210609;1400;16,9417;
210609;1500;16,6258;
210609;1600;15,5008;
210609;1700;13,7867;
210609;1800;13,3142;
210609;1900;12,6483;
210609;2000;12,3352;
210609;2100;11,8827;
210609;2200;10,9126;
210609;2300;10,0776;
210610;0000;9,68094;
210610;0100;9,49092;
210610;0200;9,24258;
210610;0300;8,77339;
210610;0400;7,83344;
210610;0500;7,18993;
210610;0600;6,34875;
210610;0700;5,96042;
210610;0800;6,03969;
210610;0900;6,77909;
210610;1000;7,7616;
210610;1100;9,47208;
210610;1200;12,5542;
210610;1300;14,2642;
210610;1400;15,5075;
210610;1500;16,0763;
210610;1600;15,4575;
210610;1700;13,9108;
210610;1800;11,2743;
210610;1900;10,5659;
210610;2000;9,4626;
210610;2100;9,52592;
210610;2200;9,34508;
210610;2300;9,23756;
210611;0000;9,09004;
210611;0100;9,23503;
210611;0200;9,18752;
210611;0300;9,04832;
210611;0400;8,39955;
210611;0500;8,18871;
210611;0600;8,35118;
210611;0700;8,20117;
210611;0800;8,17615;
210611;0900;8,61229;
210611;1000;10,0283;
210611;1100;12,5558;
210611;1200;14,5417;
210611;1300;15,4913;
210611;1400;17,2847;
210611;1500;18,3171;
210611;1600;18,3596;
210611;1700;16,9961;
210611;1800;15,6101;
210611;1900;15,4876;
210611;2000;13,3743;
210611;2100;11,6617;
210611;2200;10,46;
210611;2300;9,93001;
210612;0000;9,16029;
210612;0100;8,48778;
210612;0200;7,70846;
210612;0300;7,54929;
210612;0400;6,94562;
210612;0500;7,32352;
210612;0600;8,73019;
210612;0700;9,42853;
210612;0800;9,76517;
210612;0900;9,95622;
210612;1000;10,2886;
210612;1100;10,6376;
210612;1200;11,1768;
210612;1300;12,4717;
210612;1400;14,0067;
210612;1500;15,1458;
210612;1600;14,8325;
210612;1700;13,4267;
210612;1800;11,5417;
210612;1900;10,64;
210612;2000;10,5828;
210612;2100;10,0553;
210612;2200;10,032;
210612;2300;9,91029;
210613;0000;9,86026;
210613;0100;9,57358;
210613;0200;9,36191;
210613;0300;9,14856;
210613;0400;8,70688;
210613;0500;8,56853;
210613;0600;8,71768;
210613;0700;8,91359;
210613;0800;8,95357;
210613;0900;9,32782;
210613;1000;9,72359;
210613;1100;10,2059;
210613;1200;10,915;
210613;1300;12,39;
210613;1400;13,23;
210613;1500;13,7525;
210613;1600;14,1292;
210613;1700;13,9438;
210613;1800;13,8037;
210613;1900;12,2221;
210613;2000;11,19;
210613;2100;10,1821;
210613;2200;9,76788;
210613;2300;9,64204;
210614;0000;9,00452;
210614;0100;8,6945;
210614;0200;8,70686;
210614;0300;8,33269;
210614;0400;7,98783;
210614;0500;7,69716;
210614;0600;7,4574;
210614;0700;7,11531;
210614;0800;6,87312;
210614;0900;6,8514;
210614;1000;7,23663;
210614;1100;7,98342;
210614;1200;9,13884;
210614;1300;9,36131;
210614;1400;10,6347;
210614;1500;10,5179;
210614;1600;10,7521;
210614;1700;9,86787;
210614;1800;8,55435;
210614;1900;7,09485;
210614;2000;5,94517;
210614;2100;5,75358;
210614;2200;5,1339;
210614;2300;4,27823;
210615;0000;4,11739;
210615;0100;4,29362;
210615;0200;4,71562;
210615;0300;5,58036;
210615;0400;6,22395;
210615;0500;6,81551;
210615;0600;7,04993;
210615;0700;7,20033;
210615;0800;7,47624;
210615;0900;7,97081;
210615;1000;8,85052;
210615;1100;10,4353;
210615;1200;11,7878;
210615;1300;12,0967;
210615;1400;11,93;
210615;1500;12,1867;
210615;1600;12,3492;
210615;1700;12,1144;
210615;1800;11,0826;
210615;1900;10,6743;
210615;2000;10,9718;
210615;2100;10,7684;
210615;2200;10,4993;
210615;2300;9,8559;
210616;0000;9,74088;
210616;0100;9,6142;
210616;0200;9,64334;
210616;0300;9,215;
210616;0400;8,89764;
210616;0500;8,59595;
210616;0600;8,43927;
210616;0700;8,23485;
210616;0800;7,94907;
210616;0900;9,63544;
210616;1000;12,4003;
210616;1100;14,9983;
210616;1200;15,86;
210616;1300;16,7554;
210616;1400;16,9284;
210616;1500;16,9593;
210616;1600;16,6286;
210616;1700;14,3065;
210616;1800;11,8218;
210616;1900;10,3793;
210616;2000;9,48088;
210616;2100;8,6442;
210616;2200;7,71834;
210616;2300;7,007;
210617;0000;6,55285;
210617;0100;6,29259;
210617;0200;5,61901;
210617;0300;4,92342;
210617;0400;4,29175;
210617;0500;3,77899;
210617;0600;3,46915;
210617;0700;3,45839;
210617;0800;3,91064;
210617;0900;5,12891;
210617;1000;6,3;
210617;1100;6,96828;
210617;1200;7,9811;
210617;1300;10,2402;
210617;1400;12,1994;
210617;1500;13,565;
210617;1600;13,6492;
210617;1700;11,7117;
210617;1800;9,40335;
210617;1900;7,63975;
210617;2000;6,68375;
210617;2100;5,97867;
210617;2200;5,33891;
210617;2300;4,93715;
210618;0000;4,84022;
210618;0100;4,21866;
210618;0200;3,8944;
210618;0300;3,8844;
210618;0400;3,81349;
210618;0500;3,92807;
210618;0600;3,96273;
210618;0700;3,79989;
210618;0800;3,76748;
210618;0900;3,97118;
210618;1000;4,48157;
210618;1100;5,17731;
210618;1200;5,93654;
210618;1300;7,0337;
210618;1400;9,39755;
210618;1500;10,9292;
210618;1600;10,8153;
210618;1700;9,39447;
210618;1800;8,30353;
210618;1900;7,53563;
210618;2000;7,17169;
210618;2100;6,98579;
210618;2200;6,68619;
210618;2300;6,29382;
210619;0000;6,37106;
210619;0100;6,29989;
210619;0200;6,39038;
210619;0300;6,67387;
210619;0400;6,80695;
210619;0500;6,97997;
210619;0600;7,0123;
210619;0700;7,03712;
210619;0800;7,13136;
210619;0900;7,30983;
210619;1000;7,80392;
210619;1100;8,59;
210619;1200;9,48418;
210619;1300;10,3933;
210619;1400;11,0983;
210619;1500;11,7625;
210619;1600;11,4092;
210619;1700;10,24;
210619;1800;8,95686;
210619;1900;7,44909;
210619;2000;6,69366;
210619;2100;6,25483;
210619;2200;5,57857;
210619;2300;4,97298;
210620;0000;4,3978;
210620;0100;3,9251;
210620;0200;3,06744;
210620;0300;2,78001;
210620;0400;2,84909;
210620;0500;2,76008;
210620;0600;2,74525;
210620;0700;3,03833;
210620;0800;4,13644;
210620;0900;4,70027;
210620;1000;5,40971;
210620;1100;6,4155;
210620;1200;8,29057;
210620;1300;11,0358;
210620;1400;13,4125;
210620;1500;13,7617;
210620;1600;14,0283;
210620;1700;12,7019;
210620;1800;11,5634;
210620;1900;10,6684;
210620;2000;9,31261;
210620;2100;7,98071;
210620;2200;7,20554;
210620;2300;6,11036;
210621;0000;4,84027;
210621;0100;4,12968;
210621;0200;3,65458;
210621;0300;4,22625;
210621;0400;3,48978;
210621;0500;3,49711;
210621;0600;3,60203;
210621;0700;4,37772;
210621;0800;5,40479;
210621;0900;6,55328;
210621;1000;8,29117;
210621;1100;9,81271;
210621;1200;12,6625;
210621;1300;14,9042;
210621;1400;15,5484;
210621;1500;16,1761;
210621;1600;15,9109;
210621;1700;14,2768;
210621;1800;12,2151;
210621;1900;11,2309;
210621;2000;10,4117;
210621;2100;9,71086;
210621;2200;9,40169;
210621;2300;8,45168;
210622;0000;8,08852;
210622;0100;7,61871;
210622;0200;7,29545;
210622;0300;7,22102;
210622;0400;7,14335;
210622;0500;6,66234;
210622;0600;6,30926;
210622;0700;6,28225;
210622;0800;6,15582;
210622;0900;7,30869;
210622;1000;9,05453;
210622;1100;11,866;
210622;1200;15,7477;
210622;1300;16,192;
210622;1400;16,0145;
210622;1500;15,8351;
210622;1600;15,4993;
210622;1700;14,7767;
210622;1800;13,6183;
210622;1900;13,4342;
210622;2000;13,3678;
210622;2100;13,1278;
210622;2200;12,6486;
210622;2300;13,152;
210623;0000;12,7585;
210623;0100;12,1577;
210623;0200;13,2219;
210623;0300;12,6377;
210623;0400;11,9385;
210623;0500;11,581;
210623;0600;11,496;
210623;0700;11,2026;
210623;0800;10,9312;
210623;0900;10,9195;
210623;1000;10,5551;
210623;1100;11,2734;
210623;1200;12,825;
210623;1300;13,0675;
210623;1400;12,5775;
210623;1500;11,4867;
210623;1600;11,133;
210623;1700;10,7597;
210623;1800;10,5847;
210623;1900;10,4097;
210623;2000;10,3779;
210623;2100;10,6596;
210623;2200;10,8654;
210623;2300;10,7896;
210624;0000;10,4711;
210624;0100;10,4036;
210624;0200;9,80447;
210624;0300;9,65698;
210624;0400;9,01697;
210624;0500;8,0015;
210624;0600;8,3903;
210624;0700;8,52863;
210624;0800;8,49777;
210624;0900;8,63858;
210624;1000;9,45093;
210624;1100;10,2942;
210624;1200;10,9906;
210624;1300;11,9555;
210624;1400;13,0738;
210624;1500;13,0337;
210624;1600;12,3478;
210624;1700;11,8861;
210624;1800;11,581;
210624;1900;11,1969;
210624;2000;10,9444;
210624;2100;10,6469;
210624;2200;10,4034;
210624;2300;10,1834;
210625;0000;10,0726;
210625;0100;9,85426;
210625;0200;9,7859;
210625;0300;9,74257;
210625;0400;9,61755;
210625;0500;9,50838;
210625;0600;9,40335;
210625;0700;9,34666;
210625;0800;9,34686;
210625;0900;9,48007;
210625;1000;9,90489;
210625;1100;10,9548;
210625;1200;11,6848;
210625;1300;11,838;
210625;1400;12,568;
210625;1500;12,5104;
210625;1600;12,1521;
210625;1700;10,5903;
210625;1800;9,66602;
210625;1900;9,22847;
210625;2000;9,1843;
210625;2100;8,75761;
210625;2200;7,33437;
210625;2300;6,93445;
210626;0000;6,24628;
210626;0100;5,72902;
210626;0200;5,24993;
210626;0300;3,7095;
210626;0400;2,86387;
210626;0500;2,27578;
210626;0600;2,2237;
210626;0700;2,70661;
210626;0800;3,33252;
210626;0900;3,94884;
210626;1000;4,92186;
210626;1100;6,40952;
210626;1200;7,44325;
210626;1300;8,92432;
210626;1400;9,75597;
210626;1500;10,2334;
210626;1600;9,79428;
210626;1700;8,47166;
210626;1800;6,62754;
210626;1900;5,73686;
210626;2000;5,05486;
210626;2100;4,63776;
210626;2200;4,27543;
210626;2300;2,36425;
210627;0000;1,55028;
210627;0100;0,916512;
210627;0200;0,502595;
210627;0300;-0,17842;
210627;0400;0,0757512;
210627;0500;1,68235;
210627;0600;2,03178;
210627;0700;1,67584;
210627;0800;1,44951;
210627;0900;1,40389;
210627;1000;1,63922;
210627;1100;1,94419;
210627;1200;2,40561;
210627;1300;2,90028;
210627;1400;4,14605;
210627;1500;4,98503;
210627;1600;5,26653;
210627;1700;4,34544;
210627;1800;2,53901;
210627;1900;1,54942;
210627;2000;0,764265;
210627;2100;0,138587;
210627;2200;-0,45534;
210627;2300;-0,867263;
210628;0000;-1,45885;
210628;0100;-1,93377;
210628;0200;-2,49496;
210628;0300;-2,61953;
210628;0400;-2,08903;
210628;0500;-2,02895;
210628;0600;-2,16719;
210628;0700;-2,40644;
210628;0800;-2,3121;
210628;0900;-1,50921;
210628;1000;-0,649008;
210628;1100;0,256752;
210628;1200;1,16559;
210628;1300;2,30593;
210628;1400;4,57984;
210628;1500;6,01508;
210628;1600;6,56786;
210628;1700;5,2096;
210628;1800;3,14551;
210628;1900;1,60604;
210628;2000;0,464593;
210628;2100;-0,335677;
210628;2200;-0,328509;
210628;2300;-0,266675;
210629;0000;-0,341341;
210629;0100;-0,539349;
210629;0200;-0,621847;
210629;0300;-0,96543;
210629;0400;-1,27052;
210629;0500;-1,84294;
210629;0600;-1,96319;
210629;0700;-1,57102;
210629;0800;-1,57294;
210629;0900;-1,4382;
210629;1000;-0,419669;
210629;1100;0,7835;
210629;1200;2,94842;
210629;1300;5,12564;
210629;1400;7,10431;
210629;1500;7,97484;
210629;1600;8,26349;
210629;1700;7,11616;
210629;1800;6,00945;
210629;1900;4,83153;
210629;2000;4,047;
210629;2100;3,44012;
210629;2200;2,83054;
210629;2300;2,47445;
210630;0000;2,29661;
210630;0100;2,04635;
210630;0200;1,75184;
210630;0300;1,48659;
210630;0400;1,17234;
210630;0500;1,04667;
210630;0600;1,01692;
210630;0700;1,2475;
210630;0800;1,6116;
210630;0900;2,37823;
210630;1000;3,60086;
210630;1100;5,50027;
210630;1200;6,55474;
210630;1300;7,53664;
210630;1400;8,44269;
210630;1500;9,45192;
210630;1600;9,08603;
210630;1700;8,35516;
210630;1800;7,29757;
210630;1900;6,07023;
210630;2000;5,68938;
210630;2100;5,20347;
210630;2200;4,63428;
210630;2300;4,40244;
210701;0000;4,05811;
210701;0100;4,15619;
210701;0200;4,27376;
210701;0300;4,13067;
210701;0400;4,07813;
210701;0500;4,04221;
210701;0600;4,11562;
210701;0700;4,26419;
210701;0800;4,51485;
210701;0900;5,03834;
210701;1000;6,481;
210701;1100;8,43541;
210701;1200;10,0338;
210701;1300;10,7105;
210701;1400;12,0237;
210701;1500;12,9871;
210701;1600;12,902;
210701;1700;11,6335;
210701;1800;8,86014;
210701;1900;7,34846;
210701;2000;6,62027;
210701;2100;5,50502;
210701;2200;4,93844;
210701;2300;5,26083;
210702;0000;4,66643;
210702;0100;5,05175;
210702;0200;6,94033;
210702;0300;6,62465;
210702;0400;5,54881;
210702;0500;3,97682;
210702;0600;2,74865;
210702;0700;2,28798;
210702;0800;3,03122;
210702;0900;5,39185;
210702;1000;7,78192;
210702;1100;9,65369;
210702;1200;11,2853;
210702;1300;12,6302;
210702;1400;13,2635;
210702;1500;13,5818;
210702;1600;12,8334;
210702;1700;11,1108;
210702;1800;9,76085;
210702;1900;9,14168;
210702;2000;8,65701;
210702;2100;8,40366;
210702;2200;7,32015;
210702;2300;6,06864;
210703;0000;5,16447;
210703;0100;4,9773;
210703;0200;4,96854;
210703;0300;4,59437;
210703;0400;2,5478;
210703;0500;2,16622;
210703;0600;1,50802;
210703;0700;0,615511;
210703;0800;0,155002;
210703;0900;0,427595;
210703;1000;2,22655;
210703;1100;6,16508;
210703;1200;9,13881;
210703;1300;10,9559;
210703;1400;12,5776;
210703;1500;13,3533;
210703;1600;13,4572;
210703;1700;11,898;
210703;1800;8,66479;
210703;1900;6,68772;
210703;2000;5,54063;
210703;2100;4,68938;
210703;2200;4,10203;
210703;2300;3,21817;
210704;0000;2,65034;
210704;0100;2,14159;
210704;0200;1,74087;
210704;0300;0,85352;
210704;0400;0,138588;
210704;0500;-0,226838;
210704;0600;-0,629601;
210704;0700;-0,975516;
210704;0800;-0,48984;
210704;0900;1,21321;
210704;1000;3,23162;
210704;1100;5,17768;
210704;1200;6,43207;
210704;1300;8,19928;
210704;1400;9,49359;
210704;1500;9,46191;
210704;1600;9,62856;
210704;1700;8,79388;
210704;1800;6,53368;
210704;1900;5,15834;
210704;2000;4,0005;
210704;2100;3,87171;
210704;2200;2,43761;
210704;2300;2,73078;
210705;0000;3,08761;
210705;0100;3,69594;
210705;0200;4,41462;
210705;0300;4,4551;
210705;0400;4,3056;
210705;0500;3,91334;
210705;0600;3,51408;
210705;0700;3,58167;
210705;0800;3,75071;
210705;0900;3,76698;
210705;1000;3,762;
210705;1100;4,07351;
210705;1200;4,32855;
210705;1300;4,90845;
210705;1400;5,85741;
210705;1500;6,29721;
210705;1600;6,39917;
210705;1700;6,4213;
210705;1800;6,22493;
210705;1900;6,03139;
210705;2000;6,12431;
210705;2100;5,94563;
210705;2200;5,65671;
210705;2300;5,8302;
210706;0000;6,0267;
210706;0100;6,07751;
210706;0200;6,36967;
210706;0300;6,50092;
210706;0400;6,5529;
210706;0500;6,69897;
210706;0600;6,88789;
210706;0700;6,9173;
210706;0800;7,04796;
210706;0900;7,36469;
210706;1000;8,18663;
210706;1100;9,98708;
210706;1200;12,1137;
210706;1300;12,5353;
210706;1400;12,2511;
210706;1500;12,2285;
210706;1600;12,1827;
210706;1700;11,8201;
210706;1800;9,31508;
210706;1900;7,85611;
210706;2000;6,75745;
210706;2100;5,73544;
210706;2200;5,37176;
210706;2300;5,16075;
210707;0000;4,03982;
210707;0100;3,64899;
210707;0200;3,20724;
210707;0300;2,57557;
210707;0400;2,24831;
210707;0500;1,62645;
210707;0600;1,30286;
210707;0700;1,31428;
210707;0800;1,81428;
210707;0900;2,85065;
210707;1000;4,77281;
210707;1100;7,12744;
210707;1200;9,68448;
210707;1300;12,0995;
210707;1400;12,8419;
210707;1500;12,736;
210707;1600;12,0659;
210707;1700;11,165;
210707;1800;9,61334;
210707;1900;8,17058;
210707;2000;7,01173;
210707;2100;6,16817;
210707;2200;5,82938;
210707;2300;5,47396;
210708;0000;4,75179;
210708;0100;3,79731;
210708;0200;3,47815;
210708;0300;2,93506;
210708;0400;2,19931;
210708;0500;1,9517;
210708;0600;1,93995;
210708;0700;1,9756;
210708;0800;2,43161;
210708;0900;3,47412;
210708;1000;4,22912;
210708;1100;6,13728;
210708;1200;10,2518;
210708;1300;12,9501;
210708;1400;13,9525;
210708;1500;14,7058;
210708;1600;14,8013;
210708;1700;13,4487;
210708;1800;12,3996;
210708;1900;11,9787;
210708;2000;9,85788;
210708;2100;9,57204;
210708;2200;8,64619;
210708;2300;6,8305;
210709;0000;5,95949;
210709;0100;5,39632;
210709;0200;5,87849;
210709;0300;6,47881;
210709;0400;6,94746;
210709;0500;7,62413;
210709;0600;7,70237;
210709;0700;8,11165;
210709;0800;8,33186;
210709;0900;9,00697;
210709;1000;9,4718;
210709;1100;9,73167;
210709;1200;10,4086;
210709;1300;11,7745;
210709;1400;12,9595;
210709;1500;13,3403;
210709;1600;13,5119;
210709;1700;12,6669;
210709;1800;10,911;
210709;1900;9,91936;
210709;2000;9,86017;
210709;2100;9,17598;
210709;2200;7,8514;
210709;2300;6,54339;
210710;0000;5,8973;
210710;0100;5,25929;
210710;0200;4,47587;
210710;0300;4,11303;
210710;0400;4,13895;
210710;0500;3,60734;
210710;0600;2,66942;
210710;0700;2,737;
210710;0800;2,70434;
210710;0900;5,66401;
210710;1000;7,99745;
210710;1100;9,95027;
210710;1200;11,5611;
210710;1300;12,961;
210710;1400;13,6577;
210710;1500;13,3919;
210710;1600;12,5877;
210710;1700;11,2518;
210710;1800;9,62181;
210710;1900;8,61763;
210710;2000;7,46263;
210710;2100;6,99912;
210710;2200;4,84237;
210710;2300;3,52494;
210711;0000;2,67101;
210711;0100;2,04843;
210711;0200;1,56567;
210711;0300;1,18967;
210711;0400;0,373421;
210711;0500;-0,0904176;
210711;0600;-0,798674;
210711;0700;-1,05876;
210711;0800;-0,767421;
210711;0900;2,44134;
210711;1000;3,84982;
210711;1100;4,71152;
210711;1200;5,39101;
