FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200118;1300;1,10708;;;
200118;1400;1,0804;;;
200118;1500;1,04812;;;
200118;1600;1,0931;;;
200118;1700;3,29889;;;
200118;1800;5,41606;;;
200118;1900;7,29927;;;
200118;2000;5,89601;;;
200118;2100;8,30067;;;
200118;2200;9,95958;;;
200118;2300;6,79312;;;
200119;0000;12,4352;;;
200119;0100;8,34607;;;
200119;0200;4,1842;;;
200119;0300;2,78577;;;
200119;0400;1,39533;;;
200119;0500;1,71476;;;
200119;0600;2,10606;;;
200119;0700;3,29141;;;
200119;0800;1,23774;;;
200119;0900;1,02186;;;
200119;1000;1;;;
200119;1100;1,24704;;;
200119;1200;1,51893;;;
200119;1300;1;;;
200119;1400;1,06959;;;
200119;1500;2,40239;;;
200119;1600;1,19098;;;
200119;1700;1,12794;;;
200119;1800;1,3139;;;
200119;1900;1,82216;;;
200119;2000;3,52345;;;
200119;2100;7,01324;;;
200119;2200;7,69596;;;
200119;2300;8,00168;;;
200120;0000;6,45396;;;
200120;0100;2,71622;;;
200120;0200;1;;;
200120;0300;1;;;
200120;0400;2,04287;;;
200120;0500;4,08183;;;
200120;0600;13,0656;;;
200120;0700;12,1981;;;
200120;0800;4,87273;;;
200120;0900;3,13356;;;
200120;1000;1,01877;;;
200120;1100;1,41325;;;
200120;1200;1,48978;;;
200120;1300;1,21558;;;
200120;1400;1,08555;;;
200120;1500;1,06386;;;
200120;1600;7,44465;;;
200120;1700;1,56298;;;
200120;1800;3,72229;;;
200120;1900;9,26672;;;
200120;2000;17,0309;;;
200120;2100;9,5074;;;
200120;2200;9,97389;;;
200120;2300;7,53062;;;
200121;0000;6,09777;;;
200121;0100;7,02614;;;
200121;0200;7,61993;;;
200121;0300;6,53231;;;
200121;0400;8,54118;;;
200121;0500;17,5873;;;
200121;0600;33,4521;;;
200121;0700;11,2421;;;
200121;0800;3,6417;;;
200121;0900;6,07698;;;
200121;1000;;;;
200121;1100;;;;
200121;1200;9,5025;;;
200121;1300;3,88332;;;
200121;1400;1,0794;;;
200121;1500;1,033;;;
200121;1600;2,09134;;;
200121;1700;2,25391;;;
200121;1800;5,75204;;;
200121;1900;6,55219;;;
200121;2000;6,00022;;;
200121;2100;9,84781;;;
200121;2200;8,8252;;;
200121;2300;5,0952;;;
200122;0000;4,84413;;;
200122;0100;6,97276;;;
200122;0200;6,08263;;;
200122;0300;4,98201;;;
200122;0400;3,57595;;;
200122;0500;11,4589;;;
200122;0600;19,787;;;
200122;0700;18,5079;;;
200122;0800;7,63351;;;
200122;0900;3,06245;;;
200122;1000;1,16261;;;
200122;1100;1,69442;;;
200122;1200;1,67868;;;
200122;1300;2,97725;;;
200122;1400;1,24717;;;
200122;1500;2,31413;;;
200122;1600;2,18647;;;
200122;1700;2,33899;;;
200122;1800;2,27546;;;
200122;1900;1,64077;;;
200122;2000;4,22737;;;
200122;2100;4,67713;;;
200122;2200;3,74965;;;
200122;2300;5,50495;;;
200123;0000;2,14351;;;
200123;0100;1,25102;;;
200123;0200;1;;;
200123;0300;1;;;
200123;0400;1,18078;;;
200123;0500;4,77779;;;
200123;0600;4,96297;;;
200123;0700;3,88829;;;
200123;0800;3,51271;;;
200123;0900;3,74707;;;
200123;1000;3,67389;;;
200123;1100;1,87984;;;
200123;1200;1,02926;;;
200123;1300;1,02194;;;
200123;1400;1,62782;;;
200123;1500;2,30614;;;
200123;1600;3,51579;;;
200123;1700;3,47255;;;
200123;1800;5,24199;;;
200123;1900;5,97926;;;
200123;2000;6,1539;;;
